filename,text,position,color,font,size,length,fileLength
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\1._Database_APIs.pdf,JDBC JDBC,2269,,Calibri,31,8,29623
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\1._Database_APIs.pdf,"JDBC exposes a series of object interfaces through which drivers, connections, SQL statements and results are expressed",3220,,Calibri,15,118,29623
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\1._Database_APIs.pdf,JDBC,3933,,Calibri,31,4,29623
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\1._Database_APIs.pdf,DriverManager is a singleton object which acts as the basic service to manage JDBC drivers,3935,,Calibri,21,89,29623
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\1._Database_APIs.pdf,"DBMS driver must be registered with the DriverManager, using the registerDriver method",3938,,Calibri,21,85,29623
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\1._Database_APIs.pdf,Database connections can be created using one of the registered drivers by means of the getConnection method,3941,,Calibri,21,107,29623
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\1._Database_APIs.pdf,– takes a String parameter representing connection URL:,3943,,Arial,18,55,29623
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\1._Database_APIs.pdf,“jdbc:subprotocol:subname” (e.g. “jdbc:sqlite:my_database”),3944,,Calibri,18,59,29623
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\1._Database_APIs.pdf,– can also take username and password parameters,3945,,Arial,18,48,29623
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\1._Database_APIs.pdf,JDBC,3948,,Calibri,31,4,29623
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\1._Database_APIs.pdf,"DriverManager.registerDriver(new org.sqlite.JDBC()); String dbURL = ""jdbc:sqlite:my_database""; Connection conn = DriverManager.getConnection(dbURL); if (conn != null) { System.out.println(""Connected to the database""); DatabaseMetaData dm = conn.getMetaData(); System.out.println(""Driver name: "" + dm.getDriverName); conn.close(); }",3949,,Consolas,13,323,29623
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\1._Database_APIs.pdf,JDBC,3960,,Calibri,31,4,29623
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\1._Database_APIs.pdf,"Opening a connection returns a Connection object, representing a session to a specific database",3962,,Calibri,18,94,29623
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\1._Database_APIs.pdf,The createStatement method can be used to create SQL statements,3965,,Calibri,18,63,29623
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\1._Database_APIs.pdf,The prepareStatement and prepareCall methods can be used to create objects representing prepared statements and stored procedure calls,3967,,Calibri,18,133,29623
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\1._Database_APIs.pdf,A Statement object represents an SQL instruction,3970,,Calibri,18,48,29623
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\1._Database_APIs.pdf,"For a SELECT query, the executeQuery method should be invoked, which returns a ResultSet",3972,,Calibri,15,87,29623
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\1._Database_APIs.pdf,Statement selectStatement = conn.createStatement(“select * from books”); ResultSet selectResult = selectStatement.executeQuery();,3974,,Consolas,13,128,29623
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\1._Database_APIs.pdf,JDBC,3978,,Calibri,31,4,29623
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\1._Database_APIs.pdf,A ResultSet object contains the result of a SELECT query that was executed by a Statement object,3980,,Calibri,19,95,29623
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\1._Database_APIs.pdf,"Because SQL is set-oriented, the query result will generally comprise multiple tuples",3983,,Calibri,19,84,29623
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\1._Database_APIs.pdf,Host languages such as Java are record-oriented,3986,,Calibri,19,47,29623
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\1._Database_APIs.pdf,– cannot handle more than one tuple at a time,3987,,Arial,17,45,29623
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\1._Database_APIs.pdf,"To overcome this impedance mismatch, JDBC (like ODBC) uses a cursor mechanism in order to loop through result sets",3989,,Calibri,19,113,29623
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\1._Database_APIs.pdf,– A cursor is a programmatic control structure that enables one by,3991,,Arial,17,66,29623
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\1._Database_APIs.pdf,one traversal over the records in a query result set (cf. database cursors),3992,,Calibri,17,74,29623
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\1._Database_APIs.pdf,JDBC,3996,,Calibri,31,4,29623
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\1._Database_APIs.pdf,"while (selectResult.next()) { String bookTitle = selectResult.getString(""title""); // or: .getString(1); int bookPages = selectResult.getInt(""num_pages""); // or: .getInt(2); System.out.println(bookTitle + “ has ” + bookPages + “ pages”); }",3997,,Consolas,16,231,29623
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\1._Database_APIs.pdf,JDBC,4007,,Calibri,31,4,29623
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\1._Database_APIs.pdf,"For INSERT, UPDATE or DELETE queries, the executeUpdate method should be called",4009,,Calibri,19,78,29623
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\1._Database_APIs.pdf,– return value is an integer representing the number of rows affected,4011,,Arial,17,69,29623
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\1._Database_APIs.pdf,String deleteQuery = “delete from books where num_pages ”; Statement deleteStatement = conn.createStatement(); int deletedRows = deleteStatement.executeUpdate(deleteQuery); System.out.println(deletedRows + “ books were deleted”);,4012,,Consolas,12,226,29623
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\1._Database_APIs.pdf,"Generic execute method returns a Boolean value representing whether the just-executed query was a SELECT query, based on which the program can decide to call the getResultSet method",4017,,Calibri,19,179,29623
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\1._Database_APIs.pdf,JDBC,4022,,Calibri,31,4,29623
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\1._Database_APIs.pdf,• PreparedStatement interface extends,4023,,Arial,25,37,29623
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\1._Database_APIs.pdf,Statement with functionalities to bind a query once and then execute it multiple times in an efficient manner,4024,,Calibri,25,107,29623
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\1._Database_APIs.pdf,• Prepared statements also provide support to,4027,,Arial,25,45,29623
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\1._Database_APIs.pdf,"pass query parameters, which should then be instantiated using “setter methods” such as setInt, setString, …",4028,,Calibri,25,106,29623
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\1._Database_APIs.pdf,– use question marks (“?”) inside the SQL query to,4031,,Arial,22,50,29623
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\1._Database_APIs.pdf,indicate that this represents a parameter value,4032,,Calibri,22,47,29623
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\1._Database_APIs.pdf,JDBC,4035,,Calibri,31,4,29623
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\1._Database_APIs.pdf,"String selectQuery = “select * from books where num_pages  ?”; Statement preparedSelectStatement = conn.prepareStatement(selectQuery); int min_pages = 50; int max_pages = 200; // Set the value to the first parameter (1): preparedSelectStatement.setInt(1, min_pages); // Set the value to the second parameter (2): preparedSelectStatement.setInt(2, max_pages); ResultSet resultSet1 = preparedSelectStatement.executeQuery(); // Execute the same query a second time with different parameter values: preparedSelectStatement.setInt(1, 10); preparedSelectStatement.setInt(2, 20); ResultSet resultSet2 = preparedSelectStatement.executeQuery();",4036,,Consolas,11,623,29623
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\1._Database_APIs.pdf,JDBC,4051,,Calibri,31,4,29623
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\1._Database_APIs.pdf,CallableStatement extends PreparedStatement and offers support to execute stored procedures,4053,,Calibri,21,90,29623
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\1._Database_APIs.pdf,"JDBC supports updatable result sets, where rows in a result set can be updated on the fly",4056,,Calibri,21,88,29623
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\1._Database_APIs.pdf,"Connection interface also defines commit, rollback, setTransactionIsolation, setAutoCommit, setSavepoint and releaseSavepoint methods",4059,,Calibri,21,131,29623
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\1._Database_APIs.pdf,JDBC API provides no explicit method to start a transaction,4063,,Calibri,21,58,29623
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\1._Database_APIs.pdf,JDBC remains widely popular!,4066,,Calibri,21,28,29623
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\1._Database_APIs.pdf,SQLJ,4069,,Calibri,31,4,29623
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\1._Database_APIs.pdf,"SQLJ, Java’s embedded, static SQL API, was developed after JDBC and allows embedding SQL statements directly into Java programs",4071,,Calibri,15,126,29623
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\1._Database_APIs.pdf,"DriverManager.registerDriver(new oracle.jdbc.driver.OracleDriver()); Connection conn = DriverManager.getConnection(dbUrl); DefaultContext.setDefaultContext(new DefaultContext(conn)); // Define an SQLJ iterator #sql iterator BookIterator(String, String, int); // Perform query and fetch results BookIterator books; int min_pages = 100; #sql books = {select title, author, num_pages from books where num_pages >= :min_pages }; String title; String author; int num_pages; #sql {fetch :books into :title, :author, :num_pages}; while (!books.endFetch()) { System.out.println(title + ‘ by ‘ + author + ‘: ‘ + num_pages); #sql {fetch :books into :title, :author, :num_pages}; } conn.close();",4073,,Consolas,9,669,29623
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\1._Database_APIs.pdf,SQLJ,4091,,Calibri,31,4,29623
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\1._Database_APIs.pdf,Queries directly embedded in Java source code,4093,,Calibri,21,45,29623
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\1._Database_APIs.pdf,– pre-compiler converts these statements into native Java,4094,,Arial,18,57,29623
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\1._Database_APIs.pdf,code,4095,,Calibri,18,4,29623
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\1._Database_APIs.pdf,– pre-compiler also performs additional checks – arguments for embedded SQL statements are passed through,4096,,Arial,18,104,29623
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\1._Database_APIs.pdf,host variables (using “:” prefix),4098,,Calibri,18,33,29623
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\1._Database_APIs.pdf,– compile-time checking cannot be performed when using late-,4099,,Arial,18,60,29623
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\1._Database_APIs.pdf,bound parameters,4100,,Calibri,18,16,29623
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\1._Database_APIs.pdf,SQLJ never experienced the success of JDBC due to,4102,,Calibri,21,49,29623
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\1._Database_APIs.pdf,– lack of support for dynamic SQL – extra overhead for programmer,4103,,Arial,18,64,29623
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\1._Database_APIs.pdf,Language-integrated Querying,4107,,Calibri,31,28,29623
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\1._Database_APIs.pdf,"Key JDBC drawback is the lack of compile-time type checking and validation  (e.g., no syntactic and semantic SQL checks)",4109,,Calibri,21,118,29623
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\1._Database_APIs.pdf,"Modern programming languages use language-native query expressions into their syntax which are often able to operate on any collection of data (e.g., a database, XML documents)",4113,,Calibri,21,173,29623
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\1._Database_APIs.pdf,"– when targeting a DBMS, these expressions are converted to",4117,,Arial,18,59,29623
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\1._Database_APIs.pdf,"SQL, which can then be sent off to the target DBMS using JDBC or another API",4118,,Calibri,18,75,29623
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\1._Database_APIs.pdf,Language-integrated Querying,4122,,Calibri,31,28,29623
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\1._Database_APIs.pdf,Example: jOOQ,4124,,Calibri,19,13,29623
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\1._Database_APIs.pdf,"provides the benefits of embedded SQL using pure Java, rather than resorting to an additional pre-compiler",4126,,Calibri,13,105,29623
